order_id,date,time,order_type,branch_code,order_items,order_price,customer_lat,customer_lon,customerHasloyalty?,distance_to_customer_KM,delivery_fee
ORDK05674,2018-05-07,12:03:22,Lunch,BK,"[('Burger', 4), ('Chicken', 6)]",316.0,-37.8070784,144.9556666,0,8.201,14.109658800000002
ORDY05188,2018-08-16,15:26:11,Lunch,TP,"[('Salad', 6), ('Chicken', 2), ('Fries', 5), ('Steak', 8)]",587.2,-37.811452,145.0098405,0,11.890999999999998,15.346558300000002
ORDI08388,2018-11-25,18:49:00,Dinner,NS,"[('Fish&Chips', 5), ('Shrimp', 9), ('Salmon', 6), ('Pasta', 5)]",1044.5,-37.8212576,144.9832656,0,9.113,17.042551
ORDI06530,2018-12-02,19:09:17,Dinner,NS,"[('Shrimp', 7), ('Fish&Chips', 7), ('Pasta', 10)]",898.0,-37.806239700000006,144.9702904,0,6.7589999999999995,15.148701500000001
ORDI05514,2018-01-12,08:20:16,Breakfast,NS,"[('Eggs', 2), ('Coffee', 10), ('Cereal', 4), ('Pancake', 2)]",251.5,-37.798970600000004,144.9707095,1,6.312,5.5513972
ORDZ09244,2018-10-11,17:17:44,Dinner,NS,"[('Fish&Chips', 8), ('Pasta', 10), ('Salmon', 6), ('Shrimp', 4)]",1017.0,-37.812044,144.9535421,0,8.447000000000001,14.154291627571263
ORDB08422,2018-01-13,08:20:16,Breakfast,TP,"[('Eggs', 5), ('Coffee', 10), ('Cereal', 4), ('Pancake', 2)]",317.5,-37.8230218,144.9601494,1,7.667000000000001,6.5070703000000005
ORDY06196,2018-05-13,12:23:39,Lunch,TP,"[('Burger', 3), ('Steak', 4), ('Fries', 6), ('Chicken', 8), ('Salad', 3)]",652.6,-37.8012741,144.941624,0,11.468,15.5626399
ORDI03482,2018-09-10,16:16:54,Dinner,NS,"[('Salmon', 9), ('Fish&Chips', 2)]",439.0,-37.8078831,144.97318710000002,0,7.084,13.382042693950693
ORDZ05253,2018-09-25,16:47:19,Dinner,NS,"[('Pasta', 3), ('Salmon', 6), ('Fish&Chips', 4)]",468.5,-37.8087302,145.004482,0,9.833,15.711866399999998
ORDB08386,2018-05-05,12:03:22,Lunch,TP,"[('Fries', 9), ('Burger', 2)]",170.0,-37.803078799999994,144.9984441,0,11.55,16.0034179
ORDY10828,2018-09-27,16:57:27,Dinner,TP,"[('Salmon', 6), ('Fish&Chips', 4), ('Pasta', 1), ('Shrimp', 3)]",575.5,-37.8015679,144.9684229,0,9.793,14.033852300000001
ORDZ01655,2018-02-03,09:00:50,Breakfast,NS,"[('Pancake', 2), ('Cereal', 7), ('Eggs', 1)]",217.5,-37.82303889999999,144.99124419999998,0,9.748,16.7017818
ORDJ07928,2018-08-23,15:46:28,Lunch,TP,"[('Chicken', 9), ('Burger', 7), ('Fries', 9), ('Steak', 6)]",883.0,-37.8201628,144.9686638,0,7.611000000000001,11.229938800000001
ORDZ05212,2018-07-15,14:25:21,Lunch,NS,"[('Fries', 2), ('Chicken', 9), ('Steak', 2)]",402.0,-37.806913,144.96578269999998,0,7.087999999999999,14.9835325
ORDZ04869,2018-06-23,13:44:47,Lunch,NS,"[('Salad', 2), ('Burger', 3), ('Fries', 7), ('Steak', 2), ('Chicken', 4)]",429.4,-37.799316600000004,144.98210859999998,0,7.335,14.8950294
ORDI08468,2018-11-27,18:59:09,Dinner,NS,"[('Shrimp', 1), ('Pasta', 8), ('Fish&Chips', 7)]",519.0,-37.8161671,144.9453805,0,9.302999999999999,15.597450899999998
ORDB06145,2018-06-03,13:04:13,Lunch,TP,"[('Burger', 3), ('Fries', 9)]",201.0,-37.816534499999996,144.97103930000003,0,8.068,13.700633100000001
ORDK01783,2018-07-11,14:15:12,Lunch,BK,"[('Fries', 6), ('Salad', 6)]",175.2,-37.8009998,144.97232350000002,0,7.314,13.4232055
ORDK02942,2018-09-02,16:06:45,Dinner,BK,"[('Salmon', 1), ('Pasta', 10)]",316.0,-37.8124601,144.9688725,0,7.388,16.350075
ORDB09763,2018-01-09,08:10:08,Breakfast,TP,"[('Eggs', 3), ('Pancake', 3)]",138.75,-37.8096282,144.97148719999998,1,9.301,5.9423494
ORDI10828,2018-04-07,11:12:40,Breakfast,NS,"[('Cereal', 6), ('Eggs', 5)]",236.0,-37.817347399999996,145.008734,0,4.993,17.9336759
ORDI00549,2018-01-26,08:50:42,Breakfast,NS,"[('Pancake', 10), ('Eggs', 4)]",330.5,-37.8060886,144.9288979,0,10.51,16.004136199999998
ORDY06729,2018-02-12,09:21:07,Breakfast,TP,"[('Pancake', 5), ('Coffee', 5)]",158.75,-37.8140499,144.9716334,0,8.443,10.983597
ORDI04942,2018-12-07,19:19:26,Dinner,NS,"[('Fish&Chips', 6), ('Shrimp', 4), ('Salmon', 1)]",467.0,-37.8016819,144.98138640000002,0,7.132999999999999,13.0201466
ORDK06507,2018-12-27,20:00:00,Dinner,BK,"[('Shrimp', 2), ('Fish&Chips', 10)]",458.0,-37.81956339999999,144.952704,0,8.834,14.258936998787444
ORDX04874,2018-07-23,14:45:38,Lunch,BK,"[('Fries', 7), ('Steak', 4), ('Burger', 4), ('Salad', 3), ('Chicken', 8)]",695.6,-37.8136955,144.9731067,0,6.903,12.3233734
ORDB07326,2018-04-25,11:43:05,Breakfast,TP,"[('Coffee', 3), ('Pancake', 2), ('Eggs', 8)]",247.0,-37.81874620000001,144.9532504,0,8.527000000000001,11.2895543
ORDB01895,2018-06-27,13:44:47,Lunch,TP,"[('Fries', 9), ('Burger', 7), ('Steak', 4)]",505.0,-37.8096265,144.9513209,0,9.257,13.0680787
ORDJ04889,2018-08-28,15:56:37,Lunch,TP,"[('Fries', 7), ('Chicken', 5), ('Steak', 5), ('Burger', 5), ('Salad', 8)]",761.6,-37.814226500000004,144.96318200000002,0,8.019,11.4751133
ORDB09753,2018-07-27,14:45:38,Lunch,TP,"[('Steak', 2), ('Chicken', 8), ('Salad', 2)]",380.4,-37.821676399999994,144.9792031,0,8.61,11.5419606
ORDA01338,2018-08-04,15:05:54,Lunch,BK,"[('Chicken', 5), ('Fries', 7)]",244.0,-37.803248100000005,144.949899,0,8.822000000000001,17.345022
ORDK06036,2018-05-03,12:03:22,Lunch,BK,"[('Fries', 4), ('Chicken', 3)]",144.0,-37.8012467,144.9900561,0,7.371,11.8622344
ORDX02912,2018-10-04,17:07:36,Dinner,BK,"[('Salmon', 10), ('Pasta', 3)]",492.5,-37.814217799999994,144.9901061,0,5.41,12.184741699999998
ORDA04081,2018-04-21,11:32:57,Breakfast,BK,"[('Coffee', 6), ('Cereal', 3), ('Eggs', 4)]",196.0,-37.8188927,144.9530801,0,8.818999999999999,15.915041699999998
ORDB07552,2018-09-14,16:27:02,Dinner,TP,"[('Shrimp', 4), ('Salmon', 2)]",298.0,-37.799994299999994,144.9545339,0,9.867,13.9472834
ORDA05986,2018-12-25,19:49:51,Dinner,BK,"[('Shrimp', 1), ('Fish&Chips', 10), ('Salmon', 7), ('Pasta', 10)]",966.0,-37.8169266,144.9317806,0,10.706,17.7302409
ORDJ07547,2018-11-29,18:59:09,Dinner,TP,"[('Shrimp', 9), ('Fish&Chips', 2), ('Salmon', 1), ('Pasta', 10)]",872.0,-37.8171951,144.95244499999998,0,10.182,14.541287900000002
ORDB01954,2018-02-10,09:10:59,Breakfast,TP,"[('Pancake', 1), ('Coffee', 6), ('Eggs', 5)]",179.25,-37.804264399999994,144.97139380000002,0,9.851,15.42648967935067
ORDY00573,2018-06-13,13:24:30,Lunch,TP,"[('Burger', 8), ('Salad', 6), ('Steak', 2), ('Chicken', 2)]",505.2,-37.810226799999995,144.9708867,0,7.18,12.7480397
ORDB05861,2018-08-10,15:16:03,Lunch,TP,"[('Burger', 8), ('Salad', 8), ('Fries', 6), ('Chicken', 2), ('Steak', 2)]",611.6,-37.818042299999995,144.95291569999998,0,9.049,13.225518300000003
ORDY03438,2018-08-16,15:26:11,Lunch,TP,"[('Salad', 4), ('Chicken', 10), ('Fries', 10), ('Steak', 1)]",553.8,-37.8110224,145.0051534,0,11.472999999999999,14.288606
ORDZ05360,2018-03-25,10:42:15,Breakfast,NS,"[('Eggs', 3), ('Coffee', 3)]",88.5,-37.812858,144.97407980000003,0,7.644,14.4823
ORDA10026,2018-03-13,10:21:58,Breakfast,BK,"[('Coffee', 6), ('Pancake', 3), ('Eggs', 7), ('Cereal', 1)]",292.75,-37.8245941,144.9821862,0,7.051,11.498638
ORDY05821,2018-08-10,15:16:03,Lunch,TP,"[('Steak', 10), ('Chicken', 5)]",610.0,-37.8047217,144.9724424,0,9.72,12.465290800000002
ORDA06424,2018-10-11,17:17:44,Dinner,BK,"[('Shrimp', 6), ('Salmon', 10), ('Fish&Chips', 10)]",1084.0,-37.812037200000006,144.953404,0,8.418,15.105125
ORDJ09021,2018-08-30,15:56:37,Lunch,TP,"[('Burger', 3), ('Steak', 8), ('Chicken', 2)]",517.0,-37.8229321,145.0106286,0,11.54,14.807700800000001
ORDZ10004,2018-07-26,14:45:38,Lunch,NS,"[('Chicken', 5), ('Fries', 10), ('Burger', 9), ('Steak', 2), ('Salad', 4)]",717.8,-37.8000106,144.96848799999998,0,6.397,12.323534995841483
ORDX04409,2018-07-18,14:35:29,Lunch,BK,"[('Burger', 10), ('Chicken', 6), ('Fries', 5), ('Salad', 9), ('Steak', 1)]",761.8,-37.811865999999995,145.01304050000002,0,3.556,8.987018800000001
ORDI02297,2018-11-20,18:38:52,Dinner,NS,"[('Shrimp', 10), ('Salmon', 2)]",622.0,-37.8141184,145.00928100000002,0,10.595999999999998,16.481340799999998
ORDA05127,2018-05-21,12:33:48,Lunch,BK,"[('Steak', 2), ('Fries', 1), ('Chicken', 5), ('Salad', 7), ('Burger', 8)]",630.4,-37.80577460000001,144.9577387,0,7.9239999999999995,13.3938881
ORDC05840,2018-07-30,14:55:46,Lunch,NS,"[('Fries', 6), ('Burger', 1), ('Steak', 1)]",148.0,-37.812163500000004,144.9737165,0,7.635,13.4921333
ORDA11079,2018-11-15,18:28:43,Dinner,BK,"[('Pasta', 6), ('Salmon', 9)]",534.0,-37.833164399999994,144.9910544,0,7.946000000000001,14.3724927
ORDK08145,2018-10-05,17:07:36,Dinner,BK,"[('Fish&Chips', 2), ('Shrimp', 4), ('Salmon', 8), ('Pasta', 4)]",724.0,-37.8195276,144.98417890000002,0,6.377999999999999,12.867415809519564
ORDI03042,2018-02-23,09:41:24,Breakfast,NS,"[('Pancake', 6), ('Eggs', 2), ('Cereal', 2), ('Coffee', 2)]",246.5,-37.8064176,144.93247490000002,0,10.169,15.1319497
ORDJ01288,2018-08-20,15:36:20,Lunch,TP,"[('Burger', 6), ('Fries', 4), ('Salad', 2), ('Steak', 3), ('Chicken', 7)]",627.4,-37.803874799999996,144.9544324,0,10.133,12.7279453
ORDY01428,2018-12-06,19:09:17,Dinner,TP,"[('Pasta', 6), ('Shrimp', 7)]",543.0,-37.8162994,144.9641366,0,7.768,12.488133300000001
ORDB06304,2018-06-10,13:14:21,Lunch,TP,"[('Fries', 9), ('Burger', 3), ('Salad', 10), ('Chicken', 10), ('Steak', 3)]",828.0,-37.8242405,144.9867934,0,9.032,13.369397099999999
ORDI04851,2018-05-01,11:53:14,Breakfast,NS,"[('Cereal', 8), ('Coffee', 8), ('Pancake', 9)]",446.25,-37.809082000000004,144.95171159999998,0,10.449,13.5505948
ORDB04298,2018-01-25,08:40:33,Breakfast,TP,"[('Pancake', 8), ('Cereal', 8), ('Eggs', 4), ('Coffee', 7)]",502.5,-37.8070898,144.9599543,0,8.873,11.780187800000002
ORDA10845,2018-09-16,16:37:10,Dinner,BK,"[('Pasta', 9), ('Salmon', 3), ('Fish&Chips', 7)]",615.5,-37.824972100000004,144.949029,0,9.517999999999999,19.028084600000003
ORDZ06398,2018-04-03,11:02:32,Breakfast,NS,"[('Eggs', 6), ('Cereal', 6), ('Pancake', 3), ('Coffee', 4)]",360.75,-37.8124603,144.9880446,0,8.749,13.678742499999998
ORDK03467,2018-06-12,13:24:30,Lunch,BK,"[('Salad', 9), ('Steak', 6)]",424.8,-37.8167212,144.9428384,0,9.726,15.4952911
ORDI01326,2018-04-30,11:53:14,Breakfast,NS,"[('Coffee', 2), ('Eggs', 8)]",191.0,-37.815387799999996,144.9632926,0,8.402000000000001,13.566743599999999
ORDX08339,2018-08-02,15:05:54,Lunch,BK,"[('Salad', 4), ('Steak', 5), ('Chicken', 5)]",453.8,-37.8000506,144.980491,0,6.763999999999999,12.9009315
ORDC01724,2018-10-08,17:17:44,Dinner,NS,"[('Pasta', 1), ('Salmon', 6), ('Shrimp', 8), ('Fish&Chips', 2)]",775.5,-37.81568729999999,144.9581489,0,8.531,14.277778099999999
ORDX04940,2018-05-01,11:53:14,Breakfast,BK,"[('Coffee', 4), ('Pancake', 5)]",151.25,-37.803765399999996,145.00566740000002,0,5.428999999999999,11.0694222
ORDJ01600,2018-11-17,18:38:52,Dinner,TP,"[('Salmon', 10), ('Shrimp', 9)]",896.0,-37.816032299999996,145.00589509999998,0,11.353,16.018071300000003
ORDZ06667,2018-01-10,08:10:08,Breakfast,NS,"[('Eggs', 3), ('Coffee', 7)]",118.5,-37.800524200000005,144.9558648,1,7.557,6.2531237
ORDK02542,2018-03-10,10:11:49,Breakfast,BK,"[('Cereal', 9), ('Eggs', 1), ('Coffee', 7), ('Pancake', 6)]",409.0,-37.802445899999995,144.9637374,0,7.755,14.9443552
ORDC06778,2018-04-14,11:22:49,Breakfast,NS,"[('Cereal', 9), ('Pancake', 10), ('Eggs', 4), ('Coffee', 6)]",564.5,-37.8149205,144.9447554,0,9.211,16.4522584
ORDC04007,2018-10-30,17:58:18,Dinner,NS,"[('Shrimp', 2), ('Fish&Chips', 4), ('Pasta', 2), ('Salmon', 8)]",631.0,-37.8076336,144.97334750000002,0,7.061,13.1469723
ORDY08507,2018-05-04,12:03:22,Lunch,TP,"[('Fries', 5), ('Chicken', 8), ('Steak', 10), ('Burger', 8), ('Salad', 6)]",1117.2,-37.8018706,144.93767830000002,0,10.882,14.0065476
ORDJ02208,2018-02-24,09:41:24,Breakfast,TP,"[('Pancake', 3), ('Coffee', 5), ('Cereal', 2)]",152.25,-37.8298477,144.9668629,0,9.607,12.904422300000002
ORDI07656,2018-07-20,14:35:29,Lunch,NS,"[('Burger', 10), ('Chicken', 9), ('Fries', 7)]",682.0,-37.8161002,144.9528211,0,8.845,14.0857766
ORDK01054,2018-10-30,17:58:18,Dinner,BK,"[('Shrimp', 7), ('Salmon', 5), ('Pasta', 10)]",858.0,-37.8012266,144.96241559999999,0,7.996,14.6189728
ORDI00725,2018-08-07,15:16:03,Lunch,NS,"[('Steak', 2), ('Chicken', 3)]",186.0,-37.80933220000001,144.97312140000003,0,7.2589999999999995,12.6468869
ORDY04624,2018-11-26,18:49:00,Dinner,TP,"[('Fish&Chips', 3), ('Shrimp', 7), ('Pasta', 1)]",510.5,-37.8005666,145.004459,0,12.293,16.27604881798429
ORDZ04184,2018-08-18,15:36:20,Lunch,NS,"[('Burger', 4), ('Chicken', 2), ('Salad', 9), ('Steak', 6), ('Fries', 8)]",708.8,-37.810453100000004,145.0037593,0,9.782,17.2619834
ORDZ06721,2018-08-04,15:05:54,Lunch,NS,"[('Chicken', 2), ('Salad', 1), ('Steak', 6), ('Fries', 6), ('Burger', 2)]",485.2,-37.803762899999995,144.9498081,0,8.362,15.309429269325904
ORDB00874,2018-10-18,17:38:01,Dinner,TP,"[('Shrimp', 1), ('Fish&Chips', 5), ('Pasta', 3)]",311.5,-37.803158399999994,144.95097719999998,0,9.171,13.9676326
ORDA01993,2018-07-26,14:45:38,Lunch,BK,"[('Fries', 1), ('Burger', 5), ('Steak', 8), ('Salad', 8)]",664.6,-37.7995415,144.9690663,0,7.692,13.3958274
ORDY02091,2018-12-15,19:29:34,Dinner,TP,"[('Fish&Chips', 9), ('Pasta', 2)]",370.0,-37.8200685,144.9607348,0,7.627999999999999,13.1945865
ORDB04682,2018-09-29,16:57:27,Dinner,TP,"[('Shrimp', 10), ('Pasta', 4)]",650.0,-37.810583,144.9642195,0,8.531,14.187180499999998
ORDI02873,2018-04-05,11:02:32,Breakfast,NS,"[('Coffee', 8), ('Pancake', 7), ('Cereal', 1), ('Eggs', 5)]",360.75,-37.817725700000004,144.9518751,0,9.133,14.2557462
ORDC01073,2018-05-24,12:43:56,Lunch,NS,"[('Salad', 2), ('Steak', 9), ('Burger', 5), ('Chicken', 4), ('Fries', 8)]",818.4,-37.8224994,144.97939680000002,0,8.995,14.845526000000001
ORDZ10880,2018-03-04,10:01:41,Breakfast,NS,"[('Coffee', 9), ('Cereal', 7)]",214.5,-37.8001924,144.9686569,0,6.362,13.3306231
ORDY08860,2018-04-10,11:12:40,Breakfast,TP,"[('Pancake', 1), ('Coffee', 7), ('Cereal', 6), ('Eggs', 7)]",356.75,-37.8100391,144.9047525,0,13.325,14.9901245
ORDI03459,2018-06-02,13:04:13,Lunch,NS,"[('Fries', 7), ('Burger', 2), ('Chicken', 7), ('Salad', 6), ('Steak', 3)]",608.2,-37.8024583,144.9922315,0,8.168,15.4915176
ORDA07274,2018-02-06,09:10:59,Breakfast,BK,"[('Eggs', 10), ('Pancake', 1), ('Coffee', 1), ('Cereal', 7)]",398.75,-37.823003899999996,144.97935680000003,0,7.072,12.2192848
ORDA05615,2018-12-16,19:29:34,Dinner,BK,"[('Fish&Chips', 4), ('Salmon', 7), ('Pasta', 3)]",509.5,-37.8180679,144.99467009999998,0,5.252999999999999,14.7610952
ORDC01221,2018-09-29,16:57:27,Dinner,NS,"[('Fish&Chips', 1), ('Salmon', 8)]",363.0,-37.8073434,144.9781289,0,7.392,15.6891962
ORDI05389,2018-10-08,17:17:44,Dinner,NS,"[('Shrimp', 10), ('Fish&Chips', 10), ('Pasta', 9), ('Salmon', 8)]",1465.5,-37.8027089,144.9656009,0,6.737,12.5330998
ORDY03873,2018-06-04,13:04:13,Lunch,TP,"[('Salad', 2), ('Chicken', 2)]",98.4,-37.810819200000005,144.9387736,0,10.275,13.592127300000001
ORDK06286,2018-12-11,19:19:26,Dinner,BK,"[('Salmon', 6), ('Pasta', 6), ('Shrimp', 6), ('Fish&Chips', 5)]",910.0,-37.8207343,144.94882090000002,0,9.202,16.3721735
ORDX03832,2018-09-28,16:57:27,Dinner,BK,"[('Pasta', 1), ('Shrimp', 10), ('Salmon', 2)]",649.5,-37.80087520000001,144.9929336,0,8.418,12.709864300000001
ORDZ01063,2018-02-04,09:00:50,Breakfast,NS,"[('Pancake', 9), ('Cereal', 5), ('Coffee', 5), ('Eggs', 8)]",536.75,-37.80447720000001,144.9631866,0,7.111000000000001,14.431085000000001
ORDB02371,2018-11-22,18:49:00,Dinner,TP,"[('Fish&Chips', 8), ('Shrimp', 8)]",712.0,-37.821043599999996,144.9836908,0,9.021,14.422198113063892
ORDY04999,2018-11-22,18:49:00,Dinner,TP,"[('Pasta', 10), ('Salmon', 7)]",562.0,-37.8209652,144.984026,0,9.041,13.0503067
ORDB00160,2018-06-19,13:34:38,Lunch,TP,"[('Fries', 1), ('Burger', 8), ('Salad', 4)]",328.8,-37.8049221,144.9731125,0,9.613,13.0267634
ORDB08394,2018-06-28,13:54:55,Lunch,TP,"[('Salad', 10), ('Fries', 8), ('Steak', 4), ('Chicken', 10), ('Burger', 8)]",1016.0,-37.811453,144.9489719,0,9.412,12.7105903
ORDC05014,2018-11-09,18:18:35,Dinner,NS,"[('Salmon', 7), ('Fish&Chips', 7), ('Shrimp', 7), ('Pasta', 7)]",1102.5,-37.8095304,144.9862756,0,8.245,14.4360179
ORDJ01053,2018-05-27,12:43:56,Lunch,TP,"[('Chicken', 6), ('Salad', 4), ('Burger', 8)]",508.8,-37.8200888,144.9787888,0,8.722000000000001,12.799472699999999
ORDK06715,2018-02-25,09:41:24,Breakfast,BK,"[('Pancake', 3), ('Eggs', 5)]",182.75,-37.8058945,144.9614363,0,7.642,15.143035199999998
ORDA05273,2018-02-06,09:10:59,Breakfast,BK,"[('Cereal', 4), ('Coffee', 4), ('Pancake', 10)]",356.5,-37.822295700000005,144.9787102,0,7.0329999999999995,11.9711095
ORDB03949,2018-10-26,17:48:10,Dinner,TP,"[('Pasta', 8), ('Salmon', 7), ('Fish&Chips', 10)]",857.0,-37.806301899999994,144.9973646,0,11.38,14.8645848
ORDJ03903,2018-12-16,19:29:34,Dinner,TP,"[('Fish&Chips', 1), ('Shrimp', 6)]",359.0,-37.81451129999999,144.9383584,0,10.290999999999999,16.0162559
ORDJ03407,2018-02-14,09:21:07,Breakfast,TP,"[('Coffee', 8), ('Pancake', 1), ('Cereal', 3)]",147.25,-37.8254576,144.97630049999998,0,8.421,10.9891395
ORDK00880,2018-03-31,10:52:23,Breakfast,BK,"[('Pancake', 5), ('Coffee', 3)]",143.75,-37.817911200000005,144.9667569,0,7.547000000000001,14.960935500000001
ORDJ07899,2018-08-25,15:46:28,Lunch,TP,"[('Fries', 4), ('Salad', 1)]",65.2,-37.8243735,144.9472708,0,8.816,13.7342101
ORDB01019,2018-03-06,10:01:41,Breakfast,TP,"[('Eggs', 3), ('Cereal', 1)]",87.0,-37.8130944,144.9516264,0,9.062000000000001,11.406792
ORDA01901,2018-07-18,14:35:29,Lunch,BK,"[('Burger', 2), ('Steak', 2)]",152.0,-37.8015939,144.977902,0,6.869,12.75416
ORDY02335,2018-08-25,15:46:28,Lunch,TP,"[('Chicken', 5), ('Burger', 6), ('Fries', 6), ('Salad', 2), ('Steak', 10)]",902.4,-37.8178415,144.9687058,0,8.012,13.647365400000002
ORDA02445,2018-05-20,12:33:48,Lunch,BK,"[('Salad', 1), ('Steak', 1), ('Chicken', 9)]",350.2,-37.7993627,144.97234650000001,0,7.517,16.3533005
ORDC05259,2018-06-07,13:14:21,Lunch,NS,"[('Burger', 8), ('Chicken', 7), ('Fries', 5)]",532.0,-37.8039658,144.96410730000002,0,6.96,12.870136599999999
ORDI03403,2018-01-03,08:00:00,Breakfast,NS,"[('Cereal', 2), ('Pancake', 2)]",90.5,-37.815090600000005,145.0060096,1,9.242,8.2847265
ORDB01610,2018-09-08,16:16:54,Dinner,TP,"[('Pasta', 10), ('Salmon', 6), ('Shrimp', 2), ('Fish&Chips', 1)]",664.0,-37.8210648,144.9770092,0,8.687000000000001,14.357910999999998
ORDK04559,2018-02-21,09:41:24,Breakfast,BK,"[('Cereal', 3), ('Coffee', 5), ('Eggs', 10), ('Pancake', 3)]",393.25,-37.81370510000001,144.99889230000002,0,4.513999999999999,9.073291900000001
ORDK09885,2018-09-06,16:16:54,Dinner,BK,"[('Salmon', 9), ('Shrimp', 4), ('Pasta', 6)]",750.0,-37.8250497,144.96102319999997,0,8.578,15.749186600000002
ORDB00772,2018-09-19,16:37:10,Dinner,TP,"[('Shrimp', 1), ('Fish&Chips', 5), ('Pasta', 10)]",504.0,-37.814011900000004,144.9560524,0,8.535,14.146840092712022
ORDK06786,2018-01-01,08:00:00,Breakfast,BK,"[('Coffee', 2), ('Pancake', 9), ('Eggs', 7), ('Cereal', 8)]",555.25,-37.8041927,144.95871509999998,1,7.898,6.0539333025758175
ORDY07791,2018-03-25,10:42:15,Breakfast,TP,"[('Pancake', 4), ('Cereal', 7)]",244.0,-37.814475200000004,144.94975569999997,0,4.993,13.847183800000002
ORDY09275,2018-02-05,09:10:59,Breakfast,TP,"[('Eggs', 8), ('Cereal', 7), ('Coffee', 2)]",338.0,-37.8192236,144.9611303,0,7.656000000000001,12.310281939444582
ORDI00795,2018-04-13,11:22:49,Breakfast,NS,"[('Coffee', 7), ('Cereal', 8)]",220.5,-37.8014226,144.9469542,0,8.38,12.77779666880118
ORDJ05401,2018-07-04,14:05:04,Lunch,TP,"[('Burger', 6), ('Salad', 8), ('Chicken', 2), ('Steak', 7)]",702.6,-37.82201920000001,144.9476192,0,8.894,12.7331769
ORDB01160,2018-09-10,16:16:54,Dinner,TP,"[('Shrimp', 8), ('Salmon', 1), ('Fish&Chips', 10)]",823.0,-37.8162093,144.9640567,0,8.79,11.9387045
ORDX02477,2018-02-10,09:10:59,Breakfast,BK,"[('Cereal', 3), ('Eggs', 4)]",151.0,-37.8088896,144.96614590000001,0,7.162999999999999,14.76196
ORDB02174,2018-12-19,19:39:43,Dinner,TP,"[('Shrimp', 1), ('Pasta', 3), ('Salmon', 3)]",259.5,-37.8239891,144.9846665,0,8.842,13.4245664
ORDA10382,2018-05-26,12:43:56,Lunch,BK,"[('Steak', 7), ('Salad', 4), ('Fries', 4), ('Chicken', 9)]",719.8,-37.8247485,144.9491309,0,9.491,18.3943634
ORDB08890,2018-10-07,17:17:44,Dinner,TP,"[('Pasta', 9), ('Fish&Chips', 6), ('Salmon', 3)]",580.5,-37.8197989,144.9612984,0,7.586,13.757578
ORDJ11066,2018-08-18,15:36:20,Lunch,TP,"[('Fries', 5), ('Steak', 9), ('Chicken', 1)]",497.0,-37.812955200000005,144.96800580000001,0,8.408,13.406979500000002
ORDJ05814,2018-02-19,09:31:16,Breakfast,TP,"[('Cereal', 4), ('Pancake', 4)]",181.0,-37.798869599999996,144.9818786,0,10.627,12.6351201
ORDI06461,2018-05-17,12:23:39,Lunch,NS,"[('Salad', 1), ('Burger', 6)]",203.2,-37.8196069,144.9634763,0,8.835,13.704857739911144
ORDY10166,2018-11-21,18:49:00,Dinner,TP,"[('Shrimp', 6), ('Fish&Chips', 4), ('Pasta', 10)]",739.0,-37.819306299999994,144.9897682,0,9.706,14.810305610884942
