order_id,date,time,order_type,branch_code,order_items,order_price,customer_lat,customer_lon,customerHasloyalty?,distance_to_customer_KM,delivery_fee
ORDY01923,2018-04-25,11:43:05,Breakfast,TP,"[('Pancake', 6), ('Cereal', 9), ('Coffee', 2)]",349.5,-37.8262393,145.0032069,0,10.499,12.6302623
ORDB00583,2018-04-05,11:02:32,Breakfast,TP,"[('Eggs', 5), ('Coffee', 4)]",140.0,-37.8176281,144.95212560000002,0,8.705,11.3393215
ORDJ07505,2018-01-03,08:00:00,Breakfast,TP,"[('Cereal', 1), ('Pancake', 1)]",45.25,-37.8012094,145.01931409999997,1,13.741,7.7304056
ORDB10205,2018-08-26,15:46:28,Lunch,TP,"[('Salad', 3), ('Burger', 7), ('Steak', 1), ('Fries', 2)]",337.6,-37.8117446,144.9671826,0,8.536,13.684830700000001
ORDI10366,2018-02-07,09:10:59,Breakfast,NS,"[('Cereal', 2), ('Pancake', 4), ('Eggs', 3)]",205.0,-37.8244161,144.9891642,0,9.658999999999999,15.174094
ORDC02119,2018-08-01,14:55:46,Lunch,NS,"[('Salad', 7), ('Fries', 6), ('Chicken', 3), ('Burger', 7), ('Steak', 1)]",550.4,-37.8076259,144.9479451,0,8.744,14.1559524
ORDK10238,2018-07-16,14:25:21,Lunch,BK,"[('Steak', 7), ('Burger', 3), ('Fries', 2)]",432.0,-37.8057967,144.9550782,0,8.144,14.2948478
ORDC08157,2018-11-17,18:38:52,Dinner,NS,"[('Salmon', 10), ('Pasta', 9), ('Fish&Chips', 2)]",727.5,-37.801094899999995,144.9669399,0,6.4479999999999995,14.5120932
ORDY05019,2018-01-26,08:50:42,Breakfast,TP,"[('Cereal', 4), ('Eggs', 3)]",150.0,-37.8203862,144.9534083,0,8.677,10.938104699999998
ORDI07179,2018-07-15,14:25:21,Lunch,NS,"[('Steak', 8), ('Fries', 5)]",420.0,-37.803581799999996,144.9663715,0,6.742999999999999,14.0659987
ORDJ05027,2018-02-01,09:00:50,Breakfast,TP,"[('Cereal', 8), ('Coffee', 5)]",205.5,-37.8204092,144.9790962,0,8.823,11.326747
ORDY01320,2018-01-02,08:00:00,Breakfast,TP,"[('Pancake', 5), ('Coffee', 8), ('Eggs', 5), ('Cereal', 9)]",480.25,-37.8139599,144.9636889,1,8.067,5.052447
ORDK10935,2018-09-17,16:37:10,Dinner,BK,"[('Shrimp', 10), ('Pasta', 7), ('Fish&Chips', 8)]",1012.5,-37.8195405,145.0084411,0,4.191,11.3850071
ORDJ10449,2018-09-19,16:37:10,Dinner,TP,"[('Fish&Chips', 4), ('Salmon', 10)]",550.0,-37.805483100000004,144.9498234,0,9.754,13.9612779
ORDC06145,2018-05-29,12:54:05,Lunch,NS,"[('Salad', 4), ('Steak', 7)]",383.8,-37.8166816,145.0089196,0,10.767000000000001,16.4995604
ORDY03479,2018-03-17,10:21:58,Breakfast,TP,"[('Eggs', 6), ('Coffee', 8), ('Pancake', 6)]",337.5,-37.807606400000004,144.9708938,0,9.282,13.027906100000001
ORDK06092,2018-01-16,08:30:25,Breakfast,BK,"[('Pancake', 10), ('Coffee', 10), ('Eggs', 6)]",449.5,-37.806793400000004,144.9559989,1,8.138,6.4266723
ORDX01671,2018-04-15,11:22:49,Breakfast,BK,"[('Cereal', 2), ('Eggs', 7)]",196.0,-37.8164503,144.9851765,0,6.029,13.3737313
ORDC08215,2018-03-26,10:42:15,Breakfast,NS,"[('Pancake', 2), ('Eggs', 1), ('Cereal', 8), ('Coffee', 7)]",291.0,-37.8013612,144.97420480000002,0,6.461,11.5777418
ORDI03758,2018-05-20,12:33:48,Lunch,NS,"[('Salad', 6), ('Chicken', 2), ('Steak', 4), ('Burger', 7), ('Fries', 4)]",612.2,-37.7993627,144.97234650000001,0,6.319,14.305292499999998
ORDY07864,2018-01-06,08:10:08,Breakfast,TP,"[('Eggs', 7), ('Pancake', 7), ('Cereal', 5)]",428.75,-37.8092109,145.00089419999998,1,11.253,7.6341308
ORDI04518,2018-04-16,11:22:49,Breakfast,NS,"[('Cereal', 4), ('Pancake', 9), ('Coffee', 9), ('Eggs', 5)]",479.75,-37.8107183,144.9680741,0,7.351,12.552399099999999
ORDI09928,2018-10-20,17:38:01,Dinner,NS,"[('Pasta', 3), ('Fish&Chips', 8), ('Shrimp', 2), ('Salmon', 6)]",716.5,-37.8232907,144.96995330000001,0,8.985,16.8870319
ORDK02649,2018-01-06,08:10:08,Breakfast,BK,"[('Pancake', 3), ('Coffee', 3), ('Cereal', 9)]",284.25,-37.813616100000004,144.9371999,1,9.975,8.920800300000002
ORDK00651,2018-07-23,14:45:38,Lunch,BK,"[('Salad', 9), ('Chicken', 1), ('Steak', 5)]",411.8,-37.811785,144.9887435,0,5.31,10.9488901
ORDY08601,2018-01-02,08:00:00,Breakfast,TP,"[('Pancake', 5), ('Cereal', 9)]",310.25,-37.80431779999999,144.9385969,1,10.642999999999999,5.9541358
ORDX06644,2018-10-30,17:58:18,Dinner,BK,"[('Fish&Chips', 6), ('Pasta', 1), ('Salmon', 5), ('Shrimp', 8)]",874.5,-37.8060722,144.9742914,0,6.763,13.2839284
ORDB04292,2018-02-19,09:31:16,Breakfast,TP,"[('Pancake', 1), ('Coffee', 4), ('Eggs', 7)]",208.25,-37.8157144,144.9381885,0,10.357999999999999,13.2042948
ORDX07891,2018-08-01,14:55:46,Lunch,BK,"[('Chicken', 7), ('Fries', 1), ('Salad', 6), ('Burger', 4)]",463.2,-37.805365,144.9735373,0,6.775,13.008026
ORDZ03102,2018-08-24,15:46:28,Lunch,NS,"[('Steak', 6), ('Salad', 3), ('Fries', 4)]",369.6,-37.8020571,144.95417680000003,0,7.769,13.341910500000001
ORDK11099,2018-07-08,14:15:12,Lunch,BK,"[('Fries', 2), ('Salad', 1), ('Steak', 2), ('Burger', 1), ('Chicken', 10)]",482.2,-37.8211049,144.955026,0,8.592,17.3308775
ORDY08503,2018-01-03,08:00:00,Breakfast,TP,"[('Cereal', 9), ('Coffee', 7), ('Pancake', 7)]",411.25,-37.800937100000006,145.0154534,1,13.657,7.7632189
ORDK05146,2018-10-20,17:38:01,Dinner,BK,"[('Fish&Chips', 8), ('Shrimp', 8), ('Pasta', 5)]",849.5,-37.807899600000006,144.9919304,0,5.106,14.4251117
ORDX04540,2018-03-01,09:51:32,Breakfast,BK,"[('Coffee', 1), ('Eggs', 5), ('Pancake', 2)]",166.0,-37.815931799999994,145.01357959999999,0,3.9330000000000003,8.4623911
ORDB03594,2018-02-23,09:41:24,Breakfast,TP,"[('Eggs', 8), ('Cereal', 8)]",344.0,-37.806219299999995,144.93257519999997,0,10.994000000000002,13.573642000000001
ORDZ06978,2018-12-18,19:39:43,Dinner,NS,"[('Salmon', 9), ('Pasta', 9), ('Shrimp', 3), ('Fish&Chips', 9)]",1093.5,-37.808744,144.9483529,0,8.771,14.341285199999998
ORDK01629,2018-04-07,11:12:40,Breakfast,BK,"[('Coffee', 7), ('Eggs', 3), ('Cereal', 9)]",307.5,-37.8192593,145.0112358,0,4.368,11.7246895
ORDI04736,2018-10-28,17:58:18,Dinner,NS,"[('Pasta', 10), ('Fish&Chips', 4), ('Shrimp', 4), ('Salmon', 6)]",877.0,-37.8097705,144.94711759999998,0,8.987,17.076678100000002
ORDZ08958,2018-07-11,14:15:12,Lunch,NS,"[('Salad', 3), ('Fries', 7), ('Steak', 8)]",495.6,-37.8106689,144.9675789,0,7.3660000000000005,12.515125999999999
ORDJ01210,2018-09-09,16:16:54,Dinner,TP,"[('Pasta', 3), ('Fish&Chips', 3), ('Shrimp', 2)]",295.5,-37.809839200000006,144.98911999999999,0,10.066,15.259834
ORDJ01530,2018-12-12,19:29:34,Dinner,TP,"[('Pasta', 6), ('Fish&Chips', 8), ('Shrimp', 1), ('Salmon', 3)]",622.0,-37.8139832,144.9645678,0,8.091000000000001,12.451794
ORDY07891,2018-06-20,13:34:38,Lunch,TP,"[('Chicken', 5), ('Burger', 3)]",253.0,-37.8226066,144.9579795,0,8.107999999999999,12.255611300000002
ORDB01320,2018-01-24,08:40:33,Breakfast,TP,"[('Coffee', 10), ('Eggs', 8)]",251.0,-37.813124200000004,144.9630993,0,8.156,11.353743
ORDB08982,2018-07-01,13:54:55,Lunch,TP,"[('Burger', 10), ('Chicken', 5), ('Fries', 8), ('Steak', 7), ('Salad', 8)]",1018.6,-37.8092034,144.9648239,0,8.757,13.650939000000001
ORDJ06825,2018-04-17,11:22:49,Breakfast,TP,"[('Pancake', 7), ('Eggs', 4), ('Cereal', 8)]",425.75,-37.8117982,144.96434409999998,0,8.362,10.586910000000001
ORDK02837,2018-08-27,15:56:37,Lunch,BK,"[('Salad', 1), ('Burger', 4), ('Steak', 1), ('Chicken', 9)]",474.2,-37.8026752,144.9824231,0,6.434,12.011673599999998
ORDB00313,2018-10-22,17:48:10,Dinner,TP,"[('Shrimp', 8), ('Fish&Chips', 8), ('Pasta', 10), ('Salmon', 1)]",1028.0,-37.8200096,144.9614025,0,7.563,11.8178267
ORDC08312,2018-03-28,10:52:23,Breakfast,NS,"[('Eggs', 5), ('Pancake', 3), ('Coffee', 1), ('Cereal', 4)]",274.25,-37.8128878,144.9641366,0,7.841,12.7597417
ORDK09002,2018-08-14,15:26:11,Lunch,BK,"[('Chicken', 9), ('Fries', 1), ('Burger', 3), ('Steak', 10)]",843.0,-37.823333500000004,144.99988090000002,0,5.329,10.533667999999999
ORDZ06953,2018-07-29,14:55:46,Lunch,NS,"[('Fries', 3), ('Salad', 9), ('Burger', 8)]",438.8,-37.7992723,144.9656131,0,6.707000000000001,14.507165400000002
ORDC09054,2018-07-18,14:35:29,Lunch,NS,"[('Steak', 4), ('Chicken', 4), ('Salad', 10), ('Fries', 3), ('Burger', 7)]",733.0,-37.82233239999999,144.9553418,0,9.571,14.830314499999998
ORDY05854,2018-04-15,11:22:49,Breakfast,TP,"[('Pancake', 10), ('Eggs', 1)]",264.5,-37.816736799999994,144.9851253,0,9.382,13.897016399999998
ORDZ10773,2018-10-24,17:48:10,Dinner,NS,"[('Pasta', 10), ('Shrimp', 4), ('Fish&Chips', 5), ('Salmon', 4)]",830.0,-37.8204028,144.9666114,0,8.823,14.822401800000002
ORDI02232,2018-06-05,13:04:13,Lunch,NS,"[('Salad', 2), ('Chicken', 8)]",290.4,-37.814116999999996,144.96412019999997,0,8.015,13.1225211
ORDC08696,2018-12-25,19:49:51,Dinner,NS,"[('Pasta', 10), ('Shrimp', 6)]",599.0,-37.815948299999995,145.00945369999997,0,10.832,17.5402427
ORDI05656,2018-08-10,15:16:03,Lunch,NS,"[('Chicken', 1), ('Salad', 2), ('Fries', 8)]",162.4,-37.806807,144.9380724,0,10.368,16.4633247
ORDJ11096,2018-01-15,08:20:16,Breakfast,TP,"[('Eggs', 10), ('Coffee', 4), ('Cereal', 9)]",439.0,-37.8227713,144.9775766,1,8.299,5.907981700000001
ORDA03272,2018-05-07,12:03:22,Lunch,BK,"[('Steak', 8), ('Fries', 7)]",444.0,-37.8091162,144.9319332,0,10.464,16.730752900000002
ORDJ10923,2018-02-26,09:51:32,Breakfast,TP,"[('Cereal', 1), ('Eggs', 6)]",153.0,-37.8107465,144.97618909999997,0,9.023,11.3178683
ORDC07161,2018-06-06,13:04:13,Lunch,NS,"[('Steak', 5), ('Fries', 7), ('Chicken', 1)]",341.0,-37.825067600000004,145.0097826,0,11.515,17.3740902
ORDA07335,2018-03-13,10:21:58,Breakfast,BK,"[('Eggs', 10), ('Pancake', 10), ('Coffee', 6)]",507.5,-37.8103666,144.98004699999998,0,6.021,10.767475099999999
ORDC04604,2018-05-23,12:43:56,Lunch,NS,"[('Steak', 2), ('Chicken', 6), ('Fries', 5), ('Salad', 2)]",376.4,-37.81383710000001,144.98873989999998,0,8.892000000000001,14.8180231
ORDA05901,2018-12-22,19:49:51,Dinner,BK,"[('Fish&Chips', 7), ('Shrimp', 2), ('Pasta', 7)]",545.5,-37.8180076,144.9472038,0,9.373,18.512415899999997
ORDC00560,2018-01-18,08:30:25,Breakfast,NS,"[('Coffee', 6), ('Cereal', 4), ('Pancake', 1), ('Eggs', 7)]",307.25,-37.820294399999995,145.01445230000002,1,11.429,8.536919900000001
ORDY03671,2018-02-18,09:31:16,Breakfast,TP,"[('Cereal', 2), ('Pancake', 8)]",236.0,-37.8076352,144.94438200000002,0,10.094,14.243898300000001
ORDZ10985,2018-01-19,08:30:25,Breakfast,NS,"[('Cereal', 10), ('Pancake', 6)]",355.5,-37.805675799999996,144.93186740000002,0,10.222000000000001,15.0813956
ORDI08503,2018-07-05,14:05:04,Lunch,NS,"[('Steak', 6), ('Salad', 10), ('Chicken', 8)]",698.0,-37.8062814,144.9419603,0,9.316,14.7966804
ORDJ00994,2018-11-17,18:38:52,Dinner,TP,"[('Fish&Chips', 8), ('Pasta', 8), ('Shrimp', 9)]",986.0,-37.8183799,144.96134540000003,0,7.791,13.119720800000001
ORDK01592,2018-11-07,18:18:35,Dinner,BK,"[('Shrimp', 1), ('Salmon', 5)]",259.0,-37.811228799999995,144.9618602,0,7.662999999999999,15.0524524
ORDK05537,2018-06-28,13:54:55,Lunch,BK,"[('Steak', 9), ('Salad', 7), ('Chicken', 6)]",717.4,-37.8074198,144.94228859999998,0,9.541,15.3483422
ORDA10357,2018-04-13,11:22:49,Breakfast,BK,"[('Cereal', 9), ('Eggs', 5), ('Coffee', 9)]",366.5,-37.81464520000001,144.9670498,0,7.4879999999999995,12.396742199999998
ORDA06158,2018-05-18,12:33:48,Lunch,BK,"[('Steak', 4), ('Burger', 5), ('Fries', 3)]",371.0,-37.8045374,144.9431479,0,9.221,15.212062099999999
ORDC03903,2018-07-28,14:55:46,Lunch,NS,"[('Fries', 1), ('Chicken', 9), ('Salad', 1)]",317.2,-37.813993200000006,144.9601685,0,8.179,15.908022599999999
ORDA10862,2018-11-28,18:59:09,Dinner,BK,"[('Pasta', 1), ('Salmon', 6), ('Fish&Chips', 1), ('Shrimp', 1)]",362.5,-37.820837700000006,144.9666228,0,7.954,15.143765900000002
ORDX03920,2018-06-25,13:44:47,Lunch,BK,"[('Salad', 5), ('Burger', 2), ('Steak', 4), ('Fries', 7), ('Chicken', 9)]",700.0,-37.8247646,144.98281530000003,0,7.087000000000001,12.7576336
ORDZ01979,2018-08-28,15:56:37,Lunch,NS,"[('Fries', 9), ('Steak', 1), ('Chicken', 4), ('Burger', 2)]",343.0,-37.799932399999996,144.9793617,0,7.001,11.88369
ORDJ08342,2018-09-28,16:57:27,Dinner,TP,"[('Salmon', 1), ('Shrimp', 5), ('Pasta', 4)]",421.0,-37.79966339999999,144.944143,0,10.709000000000001,14.9396312
ORDJ03534,2018-01-11,08:10:08,Breakfast,TP,"[('Eggs', 8), ('Pancake', 8), ('Coffee', 3)]",392.5,-37.80647329999999,144.9571825,1,9.306000000000001,5.9607805
ORDK02574,2018-08-19,15:36:20,Lunch,BK,"[('Salad', 10), ('Fries', 1), ('Burger', 6), ('Chicken', 8)]",626.0,-37.807103399999995,144.9860054,0,5.632000000000001,14.3672736
ORDX10846,2018-02-21,09:41:24,Breakfast,BK,"[('Coffee', 3), ('Eggs', 6), ('Pancake', 7)]",324.25,-37.81370510000001,144.99889230000002,0,4.513999999999999,9.2085729
ORDK11025,2018-01-23,08:40:33,Breakfast,BK,"[('Eggs', 8), ('Pancake', 1), ('Coffee', 5)]",237.75,-37.8190782,144.9542706,0,8.681000000000001,13.962970499999999
ORDI04210,2018-10-04,17:07:36,Dinner,NS,"[('Fish&Chips', 5), ('Pasta', 1)]",202.5,-37.814217799999994,144.9901061,0,9.005,15.1545152
ORDK04547,2018-03-15,10:21:58,Breakfast,BK,"[('Coffee', 4), ('Pancake', 3), ('Cereal', 4), ('Eggs', 2)]",230.75,-37.8204292,144.98192319999998,0,6.694,11.300125900000001
ORDB02355,2018-01-07,08:10:08,Breakfast,TP,"[('Cereal', 6), ('Pancake', 7), ('Coffee', 7)]",348.25,-37.8133329,144.93752769999998,1,10.569,7.5646553
ORDB05254,2018-09-20,16:37:10,Dinner,TP,"[('Salmon', 10), ('Shrimp', 5), ('Fish&Chips', 2), ('Pasta', 2)]",805.0,-37.824937899999995,144.928529,0,16.625,19.060717999999998
ORDK05691,2018-01-12,08:20:16,Breakfast,BK,"[('Coffee', 7), ('Eggs', 9)]",250.5,-37.8070286,144.95902019999997,1,7.834,6.8784424
ORDK04959,2018-01-19,08:30:25,Breakfast,BK,"[('Coffee', 2), ('Cereal', 7), ('Eggs', 10)]",382.0,-37.8117394,144.9361524,0,10.565999999999999,15.639452599999998
ORDZ01155,2018-04-07,11:12:40,Breakfast,NS,"[('Eggs', 8), ('Cereal', 2)]",218.0,-37.8192593,145.0112358,0,11.168,17.893286
ORDI02266,2018-07-12,14:25:21,Lunch,NS,"[('Fries', 4), ('Burger', 7)]",265.0,-37.8223746,144.947751,0,9.97,15.527162699999998
ORDJ09619,2018-11-23,18:49:00,Dinner,TP,"[('Salmon', 9), ('Shrimp', 7), ('Fish&Chips', 10)]",1097.0,-37.8185217,144.98303959999998,0,9.01,13.1428195
ORDX00644,2018-05-07,12:03:22,Lunch,BK,"[('Burger', 10), ('Steak', 7), ('Fries', 4), ('Salad', 1)]",690.2,-37.8007446,145.0036389,0,5.524,11.7564939
ORDC11008,2018-11-08,18:18:35,Dinner,NS,"[('Salmon', 4), ('Shrimp', 3), ('Pasta', 2)]",381.0,-37.8143442,144.9882747,0,8.889,15.276120800000001
ORDJ08099,2018-11-15,18:28:43,Dinner,TP,"[('Shrimp', 6), ('Pasta', 5)]",461.5,-37.807347299999996,144.94552219999997,0,10.072000000000001,13.543903400000001
ORDZ07851,2018-04-29,11:53:14,Breakfast,NS,"[('Coffee', 5), ('Pancake', 4), ('Eggs', 10)]",354.5,-37.8045496,144.96973500000001,0,6.556,13.707963399999999
ORDC02465,2018-10-08,17:17:44,Dinner,NS,"[('Salmon', 10), ('Shrimp', 8), ('Fish&Chips', 8), ('Pasta', 5)]",1259.5,-37.8166259,144.9586935,0,8.625,14.389406099999999
ORDZ07584,2018-02-16,09:31:16,Breakfast,NS,"[('Pancake', 3), ('Cereal', 10)]",282.75,-37.806016,144.9400612,0,9.394,14.705224900000001
ORDA05948,2018-03-03,10:01:41,Breakfast,BK,"[('Cereal', 8), ('Pancake', 8)]",362.0,-37.8250588,144.9477967,0,9.429,16.5441351
ORDA11092,2018-06-09,13:14:21,Lunch,BK,"[('Burger', 4), ('Chicken', 3), ('Steak', 7)]",535.0,-37.8202621,144.9576844,0,8.339,16.6334986
ORDX00368,2018-08-17,15:36:20,Lunch,BK,"[('Chicken', 6), ('Burger', 9), ('Fries', 9)]",579.0,-37.805532799999995,144.99880359999997,0,4.717,10.1939544
ORDI06718,2018-12-09,19:19:26,Dinner,NS,"[('Shrimp', 9), ('Salmon', 6)]",732.0,-37.8211745,144.9473256,0,9.845,18.4688954
ORDY09012,2018-03-03,10:01:41,Breakfast,TP,"[('Pancake', 10), ('Cereal', 10), ('Coffee', 10)]",527.5,-37.82364329999999,144.98214199999998,0,8.613999999999999,12.8677611
ORDK00309,2018-01-02,08:00:00,Breakfast,BK,"[('Pancake', 3), ('Coffee', 9), ('Eggs', 10), ('Cereal', 6)]",486.25,-37.8238077,144.98360319999998,1,6.78,5.765417
ORDJ09923,2018-09-13,16:27:02,Dinner,TP,"[('Fish&Chips', 6), ('Shrimp', 5)]",480.0,-37.8009001,144.953532,0,9.89,13.4256038
ORDY09595,2018-01-27,08:50:42,Breakfast,TP,"[('Eggs', 3), ('Cereal', 10), ('Pancake', 7), ('Coffee', 10)]",520.75,-37.809799299999995,144.93596630000002,0,10.545,14.161521599999999
ORDI10362,2018-05-21,12:33:48,Lunch,NS,"[('Salad', 2), ('Fries', 7), ('Chicken', 2), ('Burger', 2), ('Steak', 1)]",289.4,-37.8038752,144.95819440000002,0,7.55,13.2133152
ORDB05561,2018-01-02,08:00:00,Breakfast,TP,"[('Coffee', 2), ('Cereal', 1)]",36.0,-37.8061816,144.9396584,1,10.832,7.002631500000001
ORDB04512,2018-11-18,18:38:52,Dinner,TP,"[('Fish&Chips', 4), ('Salmon', 5)]",345.0,-37.8038037,145.01084619999997,0,12.777999999999999,17.9548782
ORDY09817,2018-03-01,09:51:32,Breakfast,TP,"[('Coffee', 8), ('Eggs', 6), ('Cereal', 4), ('Pancake', 2)]",324.5,-37.823122999999995,144.9830236,0,8.843,11.206954300000001
ORDZ09011,2018-11-06,18:18:35,Dinner,NS,"[('Shrimp', 5), ('Pasta', 1)]",297.5,-37.8132791,144.96256430000003,0,7.978,14.0161079
ORDJ07994,2018-04-22,11:32:57,Breakfast,TP,"[('Pancake', 10), ('Cereal', 3), ('Coffee', 1)]",313.0,-37.8190395,144.9525645,0,8.605,12.3997175
ORDK10260,2018-10-10,17:17:44,Dinner,BK,"[('Shrimp', 8), ('Pasta', 7), ('Salmon', 10), ('Fish&Chips', 10)]",1384.5,-37.8124096,144.95361090000003,0,8.52,14.8405239
ORDY03988,2018-05-01,11:53:14,Breakfast,TP,"[('Pancake', 10), ('Coffee', 3), ('Eggs', 2)]",309.0,-37.8093631,144.9499094,0,9.511000000000001,12.638322800000001
ORDI01065,2018-08-13,15:26:11,Lunch,NS,"[('Steak', 3), ('Burger', 2), ('Chicken', 1)]",229.0,-37.810483500000004,144.9959702,0,9.12,14.773003
ORDJ02865,2018-10-04,17:07:36,Dinner,TP,"[('Salmon', 10), ('Fish&Chips', 7)]",655.0,-37.8066915,144.9452774,0,10.139,13.939534400000001
ORDX02788,2018-09-01,15:56:37,Lunch,BK,"[('Steak', 4), ('Salad', 8), ('Burger', 6)]",503.6,-37.816841499999995,144.9542915,0,8.567,16.6769735
ORDI05888,2018-03-24,10:42:15,Breakfast,NS,"[('Eggs', 4), ('Cereal', 8), ('Pancake', 1)]",280.25,-37.8178148,144.9746359,0,8.176,15.1519174
ORDB08907,2018-02-18,09:31:16,Breakfast,TP,"[('Cereal', 3), ('Pancake', 1), ('Eggs', 8)]",263.25,-37.8000263,145.01412119999998,0,13.085999999999999,16.6721951
ORDX07666,2018-11-17,18:38:52,Dinner,BK,"[('Shrimp', 10), ('Salmon', 7), ('Fish&Chips', 10)]",1177.0,-37.79898970000001,144.96679709999998,0,8.014,17.930870199999998
ORDY00691,2018-12-01,18:59:09,Dinner,TP,"[('Shrimp', 8), ('Pasta', 5)]",569.5,-37.7994685,145.0048879,0,12.502,17.3093903
ORDX07197,2018-08-21,15:36:20,Lunch,BK,"[('Burger', 3), ('Chicken', 10), ('Salad', 1), ('Steak', 1), ('Fries', 2)]",499.2,-37.8114828,144.9441811,0,9.89,16.005273499999998
ORDB02405,2018-11-26,18:49:00,Dinner,TP,"[('Salmon', 2), ('Pasta', 9)]",329.5,-37.82133579999999,144.9844195,0,9.046,13.2347302
ORDX05040,2018-06-15,13:24:30,Lunch,BK,"[('Chicken', 6), ('Salad', 3)]",243.6,-37.8154987,144.9665069,0,7.525,13.181362
ORDX05957,2018-11-03,18:08:27,Dinner,BK,"[('Fish&Chips', 7), ('Salmon', 8), ('Shrimp', 5)]",843.0,-37.8193221,144.981828,0,6.577999999999999,15.8927709
ORDC01646,2018-01-07,08:10:08,Breakfast,NS,"[('Eggs', 5), ('Pancake', 5)]",231.25,-37.8133329,144.93752769999998,1,10.044,8.5968597
ORDB06159,2018-11-13,18:28:43,Dinner,TP,"[('Salmon', 7), ('Shrimp', 4)]",503.0,-37.8206841,144.94136719999997,0,9.495,13.4713167
ORDI00295,2018-06-30,13:54:55,Lunch,NS,"[('Chicken', 7), ('Burger', 7)]",441.0,-37.8052912,144.95081130000003,0,8.355,15.96675
ORDK09554,2018-07-01,13:54:55,Lunch,BK,"[('Salad', 9), ('Burger', 1)]",185.8,-37.800590500000006,144.9395035,0,9.802999999999999,18.243960100000002
ORDC07371,2018-01-29,08:50:42,Breakfast,NS,"[('Cereal', 1), ('Eggs', 6), ('Coffee', 7)]",205.5,-37.8082956,144.9548852,0,8.187000000000001,13.129965499999999
ORDY00999,2018-09-27,16:57:27,Dinner,TP,"[('Shrimp', 8), ('Salmon', 3), ('Fish&Chips', 8), ('Pasta', 5)]",972.5,-37.8154148,144.9957856,0,10.465,14.5354644
ORDK10118,2018-05-04,12:03:22,Lunch,BK,"[('Burger', 1), ('Salad', 7), ('Chicken', 2)]",215.4,-37.8194373,144.9609862,0,8.036,14.047837900000001
ORDX07002,2018-05-10,12:13:31,Lunch,BK,"[('Fries', 1), ('Chicken', 7), ('Burger', 10), ('Salad', 10)]",718.0,-37.8006623,144.9922529,0,5.784,12.1132817
ORDZ06548,2018-06-29,13:54:55,Lunch,NS,"[('Salad', 9), ('Steak', 10)]",604.8,-37.8254016,145.0142044,0,11.895999999999999,17.552716399999998
ORDB04687,2018-06-19,13:34:38,Lunch,TP,"[('Steak', 1), ('Salad', 1), ('Chicken', 6)]",254.2,-37.82460379999999,145.00054219999998,0,10.388,13.4540495
ORDJ04426,2018-07-19,14:35:29,Lunch,TP,"[('Fries', 5), ('Burger', 7), ('Steak', 1)]",322.0,-37.8063106,144.9824031,0,9.961,12.8553462
