ID,Address,Rooms,Type,Price,Date,Bathroom,Car,Landsize,Age,Lattitude,Longtitude
ID391452429,1 Whitty La,3,h,436000.0,16/09/2017,2.0,2.0,350.0,15.0,-37.58883,144.70202
ID915207938,17 Marigolds Rd,3,h,800000.0,27/11/2016,2.0,2.0,660.0,25.0,-37.7285,145.0845
ID513093758,24 North Rd,4,h,4225000.0,8/04/2017,2.0,2.0,920.0,29.0,-37.8981,144.9902
ID360048420,7/20 Abbotsford St,1,u,441000.0,14/05/2016,1.0,1.0,0.0,10.0,-37.8016,144.9988
ID377396132,11 Margaret Gr,4,h,1900000.0,27/11/2016,2.0,2.0,556.0,89.0,-37.7844,145.0225
ID776946677,17 Wishart St,3,h,952000.0,12/11/2016,2.0,2.0,246.0,59.0,-37.9356,145.0268
ID604428965,251 Albion St,4,h,1650000.0,29/04/2017,2.0,4.0,670.0,59.0,-37.7602,144.9591
ID792249457,33 McCracken St,4,h,1817000.0,22/04/2017,2.0,1.0,309.0,16.0,-37.791,144.928
ID116787889,18 Temby St,4,h,706000.0,12/11/2016,1.0,2.0,581.0,59.0,-37.7094,145.0877
ID422801551,9 Sherrin Ct,3,h,529000.0,8/07/2017,2.0,2.0,847.0,39.0,-37.884209999999996,144.67869
ID245565001,87 Hotham Rd,2,h,657000.0,12/11/2016,2.0,1.0,268.0,69.0,-37.7343,144.8783
ID786061403,1/5 Little St,3,h,720000.0,6/08/2016,2.0,1.0,0.0,7.0,-37.8379,144.8583
ID881823003,73 Augustine Tce,4,h,651000.0,27/05/2017,1.0,2.0,587.0,39.0,-37.69897,144.90998000000005
ID802434044,44 Thurso St,4,h,1300000.0,3/09/2016,2.0,2.0,644.0,26.0,-37.8747,145.0836
ID123383896,260 Francis St,3,h,892000.0,13/05/2017,1.0,2.0,449.0,79.0,-37.8195,144.8766
ID190497163,67 Prospect Dr,5,h,808000.0,18/06/2016,2.0,2.0,561.0,21.0,-37.74800000000001,144.8552
ID925621147,35 Beverley Rd,3,h,1000000.0,16/07/2016,2.0,1.0,422.0,69.0,-37.7518,145.0768
ID355694059,1A Merritt Ct,3,t,705000.0,11/02/2017,2.0,2.0,197.0,39.0,-37.8579,144.8181
ID588469369,3 Gooch St,2,h,1010000.0,3/06/2017,1.0,0.0,245.0,49.0,-37.75789,145.00136
ID881509679,92/99 Whiteman St,2,u,650000.0,6/08/2016,2.0,1.0,0.0,19.0,-37.8273,144.9556
ID441924314,3/23 Christine St,2,u,556000.0,3/12/2016,1.0,1.0,195.0,24.0,-37.7405,145.0876
ID551218006,34 Bridge St,2,h,875000.0,18/06/2016,1.0,1.0,95.0,109.0,-37.8381,144.9465
ID215730792,3 Ikara Cl,3,h,560000.0,26/08/2017,1.0,1.0,565.0,49.0,-37.73574,144.77898000000005
ID945116782,106 Malpas St,3,h,880000.0,16/09/2017,1.0,0.0,480.0,129.0,-37.73346,145.01506
ID307623828,3/33 St Georges Rd,2,u,632500.0,29/04/2017,1.0,1.0,0.0,51.0,-37.8817,145.0032
ID513933316,5/67 Oxford St,2,h,680000.0,23/04/2016,1.0,1.0,229.0,19.0,-37.8368,144.8768
ID238559605,2 Mirrim Pl,4,h,802500.0,12/11/2016,2.0,2.0,0.0,14.0,-37.705,144.9004
ID557451436,287 Plenty Rd,3,h,751000.0,3/12/2016,1.0,0.0,148.0,69.0,-37.7428,145.0081
ID336498445,386 Station St,3,h,1160000.0,27/11/2016,2.0,2.0,644.0,18.0,-37.7604,145.02100000000004
ID787814898,8 Anderson St,5,h,2100000.0,6/05/2017,3.0,3.0,468.0,94.0,-37.7822,144.9065
ID844860810,204/4 Hotham Rd,3,u,500000.0,29/04/2017,1.0,1.0,1218.0,7.0,-37.736,144.8886
ID170669840,1 Villers Sq,4,h,1580000.0,19/11/2016,2.0,1.0,504.0,99.0,-37.8834,145.0635
ID997040849,76 Powell St,3,h,857700.0,3/06/2017,1.0,1.0,325.0,89.0,-37.72589,144.99681
ID932952853,7 Churchill Av,3,h,681000.0,22/07/2017,1.0,2.0,523.0,69.0,-37.78242,144.86955
ID460580960,27 Halpin St,3,h,1445000.0,24/06/2017,1.0,2.0,613.0,69.0,-37.76883,144.94592
ID695702451,5/16 Omar St,3,t,640000.0,3/12/2016,2.0,2.0,214.0,99.0,-37.7806,144.8714
ID205650112,14 Kerr St,4,h,1562000.0,24/06/2017,2.0,1.0,592.0,59.0,-37.81175,145.14213999999996
ID489419867,40 Devereaux St,4,h,840000.0,18/06/2016,1.0,2.0,704.0,59.0,-37.7143,144.9096
ID427099681,7 Cartwright St,4,h,1350000.0,4/03/2017,2.0,2.0,590.0,64.0,-37.7151,144.9194
ID547174913,3/15 Woodvale Cl,2,u,420000.0,15/07/2017,1.0,1.0,0.0,39.0,-37.744440000000004,144.92084
ID457411687,5/8 Swan St,2,t,380000.0,10/09/2016,1.0,1.0,161.0,9.0,-37.7251,144.8621
ID522614228,4/38 Porter St,2,u,570000.0,20/05/2017,1.0,1.0,479.0,54.0,-37.8489,144.9903
ID959577287,101/416 Gore St,2,u,715000.0,26/07/2016,1.0,1.0,0.0,119.0,-37.7967,144.9836
ID631165976,26 Nelson St,2,h,808000.0,18/03/2017,1.0,0.0,124.0,111.0,-37.8562,144.9848
ID437444090,394 Manningham Rd,3,h,1202000.0,27/11/2016,2.0,2.0,649.0,54.0,-37.7794,145.1224
ID988469527,55 Epsom Rd,3,h,1335000.0,25/02/2017,1.0,3.0,459.0,119.0,-37.7917,144.9251
ID899726525,39 Elizabeth St,4,h,1860000.0,13/05/2017,3.0,2.0,620.0,13.0,-37.9228,145.0555
ID303044903,6 Como St,4,h,2345000.0,1/07/2017,2.0,2.0,803.0,99.0,-37.78122000000001,145.0336
ID210718874,221/253 Bridge Rd,2,u,419000.0,22/07/2017,1.0,1.0,3512.0,8.0,-37.81828,144.99788999999996
ID498096001,31 Milford St,2,h,1030000.0,15/10/2016,1.0,2.0,470.0,89.0,-37.8471,144.8769
ID239491019,3 Coromandel Ct,4,h,1751000.0,12/08/2017,3.0,4.0,646.0,21.0,-37.77387,145.0889
ID118822780,42 Parlington St,4,h,4750000.0,27/05/2017,3.0,2.0,967.0,23.0,-37.81792,145.06243999999995
ID794780733,68 Willonga St,5,h,1150000.0,20/05/2017,2.0,2.0,702.0,79.0,-37.7253,144.9146
ID233657811,25 Morawa Dr,3,h,862000.0,22/07/2017,2.0,2.0,246.0,17.0,-37.928290000000004,145.19647
ID228337565,47 Radio St,4,h,690000.0,18/06/2016,2.0,1.0,270.0,7.0,-37.7798,144.8659
ID427154579,93 The Fairway,3,h,607500.0,28/08/2016,2.0,1.0,468.0,49.0,-37.7125,145.0306
ID789554205,5 Birch Sq,3,h,1350000.0,27/11/2016,2.0,2.0,133.0,19.0,-37.8183,145.0079
ID708501886,3/14 Oconnor St,2,t,771000.0,28/05/2016,2.0,2.0,0.0,79.0,-37.7736,144.9725
ID214574249,7/7 Chandler Hwy,2,t,650000.0,24/09/2016,1.0,0.0,0.0,59.0,-37.7848,145.025
ID283923034,1 Hinkler St,3,h,925000.0,8/04/2017,1.0,2.0,597.0,69.0,-37.7888,144.8511
ID829465696,41 Shrewsbury St,4,h,1595000.0,19/08/2017,1.0,2.0,581.0,59.0,-37.91291,145.05996000000005
ID207783730,6/90 Clowes St,2,u,945000.0,24/06/2017,1.0,1.0,708.0,49.0,-37.83041,144.98494
ID864371592,13b Kingfisher Ct,3,u,394000.0,29/07/2017,2.0,4.0,287.0,6.0,-37.87895,144.6707
ID601544222,1 Bruce St,4,h,1655000.0,12/08/2017,2.0,4.0,651.0,111.0,-37.90296,145.02261000000001
ID488582705,1206/483 Swanston St,2,u,520000.0,19/11/2016,1.0,1.0,4051.0,14.0,-37.8072,144.9623
ID567360120,4/77 Pine St,2,u,430000.0,28/08/2016,1.0,1.0,152.0,49.0,-37.7173,144.9976
ID312915805,16/51 Buckley St,1,u,265000.0,19/11/2016,1.0,1.0,0.0,49.0,-37.758,144.9237
ID985832519,1B High St,3,h,900000.0,12/08/2017,2.0,2.0,280.0,41.0,-37.71147,145.08003
ID677098407,105 Kerferd Rd,2,h,1275000.0,3/09/2016,1.0,0.0,120.0,119.0,-37.8459,144.9555
ID499991346,47 Shepherd St,3,h,871000.0,13/05/2017,1.0,1.0,267.0,119.0,-37.7951,144.8901
ID964372143,56 Middle St,3,h,725000.0,13/05/2017,1.0,2.0,585.0,6.0,-37.71,144.9464
ID763137215,2/42 Wattle Dr,3,h,677500.0,8/04/2017,1.0,2.0,245.0,49.0,-37.716,145.0769
ID666232451,6/51 Armadale St,2,u,704000.0,19/11/2016,1.0,1.0,0.0,50.0,-37.8573,145.0186
ID594818246,45 Chesterville Dr,4,h,900000.0,26/07/2016,1.0,2.0,741.0,69.0,-37.9229,145.0673
ID904979498,1/40 Grandview Rd,3,u,691000.0,24/06/2017,1.0,1.0,170.0,79.0,-37.736979999999996,144.98686
ID174035979,16 Grosvenor St,3,h,1680000.0,26/08/2017,1.0,3.0,325.0,69.0,-37.87202,144.99123
ID885122471,2 McMicken La,2,h,1200000.0,15/10/2016,3.0,1.0,91.0,18.0,-37.853,145.0069
ID398091244,2/1 Barbara St,2,u,605000.0,19/11/2016,1.0,2.0,180.0,39.0,-37.9363,145.0564
ID371441265,296 Gooch St,2,h,740000.0,14/05/2016,1.0,2.0,467.0,61.0,-37.7606,145.0241
ID755059296,16 Greenview Ct,3,h,930000.0,18/03/2017,1.0,2.0,580.0,19.0,-37.9369,145.0751
ID127578650,3/15 Mitchell St,2,u,735000.0,6/05/2017,1.0,2.0,173.0,49.0,-37.7586,144.9653
ID301586436,41 Balerno Cir,3,h,504000.0,6/08/2016,2.0,1.0,215.0,15.0,-37.709,144.8964
ID594671142,26 Hayes St,3,h,1474000.0,19/11/2016,1.0,0.0,304.0,109.0,-37.7642,145.001
ID511724746,154 Brunswick Rd,3,h,1050000.0,17/09/2016,1.0,1.0,239.0,109.0,-37.7776,144.963
ID901941779,8/25 Karingal St,2,u,505000.0,12/08/2017,1.0,1.0,297.0,12.0,-37.76793,145.29283999999996
ID787888170,312 Glenferrie Rd,4,h,4700000.0,14/05/2016,3.0,2.0,879.0,24.0,-37.8527,145.0301
ID781908898,403/79 River St,2,u,850000.0,22/04/2017,2.0,2.0,17200.0,19.0,-37.8361,144.9966
ID963689070,4/34 Gladstone St,2,u,650000.0,29/04/2017,1.0,1.0,136.0,44.0,-37.7449,144.9754
ID243958454,23 Yarraburn Cl,4,h,1100000.0,14/05/2016,2.0,1.0,274.0,15.0,-37.9257,145.0735
ID463717732,1/33 Yeovil Rd,3,t,1625000.0,10/12/2016,2.0,2.0,365.0,39.0,-37.8526,145.0853
ID786166967,2/25 Cloverdale Rd,3,u,1162000.0,10/09/2016,2.0,2.0,281.0,79.0,-37.8579,145.0736
ID936844779,5/67 Flinders St,2,u,601000.0,28/05/2016,1.0,1.0,82.0,18.0,-37.7556,145.0062
ID625793475,18 Curzon St,4,h,1720000.0,22/05/2016,2.0,2.0,676.0,22.0,-37.9198,145.0137
ID931289623,36 Scott Gr,3,h,690000.0,27/11/2016,1.0,2.0,556.0,49.0,-37.7174,145.0361
ID292450277,87 Ballard St,4,h,1000000.0,1/07/2017,2.0,2.0,438.0,29.0,-37.81789000000001,144.86744
ID911096691,1/74 Miranda Rd,3,h,605000.0,13/05/2017,1.0,2.0,371.0,69.0,-37.7068,145.0193
ID458842802,7 Brooke Ct,3,h,540000.0,29/07/2017,2.0,2.0,580.0,29.0,-37.87447,144.66771
ID741306460,9 Stanger St,3,h,796000.0,14/05/2016,1.0,1.0,464.0,59.0,-37.8151,144.8638
ID353405420,216 Sunshine Av,3,h,572000.0,23/09/2017,1.0,2.0,554.0,44.0,-37.73522,144.82044
ID414253881,33A Scott Gr,3,h,1710000.0,18/03/2017,1.0,3.0,557.0,19.0,-37.8556,145.0499
ID740303677,155 Nicholson St,3,h,825000.0,23/04/2016,1.0,2.0,577.0,99.0,-37.7459,144.9773
ID654230795,6 Staff St,4,h,920000.0,28/05/2016,1.0,0.0,274.0,79.0,-37.8039,144.8929
ID349047567,57 Guildford Rd,5,h,3625000.0,9/09/2017,3.0,2.0,1011.0,109.0,-37.821909999999995,145.09212
ID356496718,6 Ridley Av,3,h,720000.0,8/07/2017,1.0,1.0,582.0,54.0,-37.76063,144.8603
ID597770643,1/6 Blackburn St,2,h,1250000.0,20/05/2017,2.0,1.0,323.0,39.0,-37.823,145.0993
ID586249588,1/12 Brooks St,3,t,460000.0,15/10/2016,1.0,1.0,314.0,49.0,-37.7066,144.9733
ID655351413,21/62 Wattletree Rd,2,u,821000.0,12/08/2017,2.0,1.0,3093.0,13.0,-37.86165,145.02148
ID968603289,22 Watersedge Cl,4,h,1040000.0,15/07/2017,2.0,2.0,633.0,44.0,-37.88214,145.25058
ID863283705,8 Tourello St,3,h,960000.0,24/06/2017,1.0,0.0,781.0,34.0,-37.8105,145.20106
ID548012865,69 Greville St,4,h,2668000.0,26/08/2017,2.0,2.0,383.0,9.0,-37.84879,144.98882
ID678617251,15A Riversdale Av,3,h,825000.0,22/07/2017,2.0,1.0,355.0,29.0,-38.07196,145.13036
ID157676760,8/9 The Avenue,1,u,410000.0,8/07/2017,1.0,1.0,0.0,59.0,-37.85687,144.99748
ID283001148,4/224 Arthur St,2,t,805000.0,24/09/2016,1.0,1.0,140.0,11.0,-37.7697,145.0203
ID654833869,66 Noone St,2,h,780000.0,4/06/2016,1.0,1.0,155.0,139.0,-37.7934,144.9922
ID225898630,17 Rowland St,4,h,2850000.0,3/09/2016,2.0,2.0,1388.0,69.0,-37.82,145.1118
ID569782810,345 Waterdale Rd,3,h,1110000.0,6/05/2017,1.0,2.0,730.0,49.0,-37.754,145.0453
ID192925107,13 Stewart St,2,h,1360000.0,8/10/2016,1.0,1.0,690.0,89.0,-37.9056,145.0288
ID348085231,13/8 The Strand,2,t,830000.0,7/11/2016,1.0,1.0,84.0,39.0,-37.8581,144.9015
ID501488094,484 Waterdale Rd,3,h,915000.0,25/02/2017,1.0,1.0,748.0,69.0,-37.7416,145.0481
ID822559121,12 Beverley Gr,3,h,1800000.0,3/09/2017,2.0,2.0,786.0,104.0,-37.87834,145.12131000000005
ID555193396,6/7 Houston St,3,u,392250.0,8/07/2017,1.0,1.0,227.0,7.0,-37.64836,145.03139
ID972241190,54 Ardoyne St,3,h,940000.0,6/05/2017,2.0,2.0,572.0,69.0,-37.7966,144.8256
ID352573516,52 Royena Rd,3,h,890000.0,26/07/2016,1.0,1.0,698.0,59.0,-37.9369,145.0578
ID179161319,1/25 Gardiner Pde,3,t,1501000.0,27/05/2017,2.0,2.0,313.0,24.0,-37.85385,145.06473
ID912125683,12 Stanley St,3,h,756000.0,13/08/2016,1.0,1.0,353.0,94.0,-37.7915,144.8733
ID469420321,94 Burlington St,3,h,880000.0,7/11/2016,1.0,1.0,670.0,94.0,-37.9033,145.1006
ID173573236,29a Abinger St,3,h,1185000.0,30/07/2016,2.0,1.0,135.0,6.0,-37.8202,145.0013
ID624895985,1 Granville St,3,h,932000.0,9/09/2017,1.0,1.0,639.0,83.0,-37.70234,144.92123
ID199230087,117A Willsmere Rd,3,h,1110000.0,27/05/2017,2.0,2.0,200.0,24.0,-37.7948,145.0364
ID581508636,62 Campbell St,4,h,4005000.0,28/05/2016,3.0,3.0,800.0,10.0,-37.8022,145.0565
ID923548089,1/10 Fremont Pde,4,h,515000.0,8/04/2017,2.0,2.0,332.0,13.0,-37.7962,144.8064
ID572364870,28 Newry St,3,h,1280000.0,27/05/2017,1.0,1.0,185.0,69.0,-37.82488,145.00642
ID384769035,55 Bennett St,4,h,1975000.0,20/05/2017,2.0,2.0,600.0,52.0,-37.771,145.0318
ID707061671,3/51 Middleborough Rd,2,u,580000.0,6/05/2017,1.0,1.0,153.0,49.0,-37.8528,145.1318
ID909421562,295 Greenwood Dr,3,h,860500.0,24/09/2016,2.0,0.0,767.0,59.0,-37.7084,145.0788
ID595334594,6/21 Wynnstay Rd,3,t,1450000.0,19/11/2016,2.0,3.0,1958.0,24.0,-37.8526,145.0106
ID988696241,7/13 Stephen St,2,u,501344.0,13/08/2016,1.0,1.0,0.0,69.0,-37.8106,144.8957
ID917890254,5 Tennyson St,4,t,2221000.0,3/06/2017,2.0,2.0,381.0,19.0,-37.953720000000004,145.00608
ID547897763,5/1 Dargi Grn,3,t,360000.0,8/07/2017,1.0,1.0,0.0,10.0,-37.70624,144.74042
ID971600153,111 Stokes St,4,h,2160000.0,28/05/2016,3.0,2.0,232.0,22.0,-37.8392,144.9378
ID805939077,78 Dickens St,4,h,2200000.0,27/06/2016,3.0,2.0,348.0,119.0,-37.8748,144.9778
ID807243071,579 Warrigal Rd,3,h,700000.0,22/05/2016,0.0,0.0,456.0,59.0,-37.9314,145.0808
ID711571559,7/72 Victoria St,2,u,390000.0,18/03/2017,1.0,1.0,0.0,49.0,-37.7689,144.97799999999995
ID571323932,22 The Grand,4,h,1510500.0,27/05/2017,2.0,4.0,251.0,79.0,-37.7839,144.89431000000005
ID808098239,27 Burroughs Rd,5,h,3812000.0,29/07/2017,4.0,2.0,729.0,7.0,-37.806,145.09511
ID507150079,7 Batman St,3,h,1100000.0,27/05/2017,1.0,0.0,390.0,119.0,-37.79977,144.88887
ID625179071,7/72 Williams Rd,2,u,550000.0,13/05/2017,1.0,1.0,72.0,43.0,-37.8542,145.0024
ID545116239,121 Leila Rd,3,h,1500000.0,16/09/2017,2.0,2.0,603.0,12.0,-37.90206,145.05598
ID369496655,498 Waterdale Rd,3,h,950000.0,19/11/2016,1.0,2.0,800.0,59.0,-37.7406,145.0483
ID601876898,4 Vears Rd,3,h,1830000.0,25/02/2017,2.0,3.0,724.0,79.0,-37.8619,145.0879
ID683392377,54 Benkel Av,4,h,920000.0,16/09/2017,2.0,2.0,530.0,49.0,-37.965309999999995,145.08502
ID247312453,61 Molesworth St,3,h,3650000.0,22/08/2016,2.0,3.0,1353.0,59.0,-37.8006,145.0218
ID249890599,39 Emu Pde,3,h,551000.0,4/03/2017,1.0,0.0,610.0,64.0,-37.6885,144.9092
ID300228098,34 Alfred St,3,h,3065000.0,30/07/2016,2.0,3.0,773.0,109.0,-37.8107,145.05100000000004
ID373428811,6/374 Dandenong Rd,2,u,610000.0,22/07/2017,1.0,1.0,816.0,12.0,-37.86068,145.01121
ID912793115,317/99 Dow St,2,u,520000.0,8/04/2017,1.0,1.0,2166.0,7.0,-37.8415,144.9412
ID490543512,1/514 Bluff Rd,3,t,820000.0,27/11/2016,2.0,2.0,0.0,69.0,-37.9368,145.0242
ID830418349,3/673 Geelong Rd,3,t,430000.0,10/09/2016,1.0,1.0,131.0,99.0,-37.8203,144.8386
ID385197238,6/2 Murrell St,2,u,320500.0,17/09/2016,1.0,1.0,3056.0,49.0,-37.7042,144.9214
ID746127321,68 Thompson St,3,h,680000.0,6/08/2016,1.0,2.0,570.0,49.0,-37.7591,144.8542
ID521766087,401/228 The Avenue,3,u,1770000.0,3/06/2017,2.0,1.0,2431.0,20.0,-37.78212,144.95755
ID770378052,2/17 Ashburn Gr,3,t,900000.0,19/11/2016,2.0,2.0,153.0,29.0,-37.8655,145.0808
